category,name,brand,price,stock_quantity,attributes,image_url,description,currency
SSD,SSD Model 212 Rev-21,NVIDIA,48049.3,92,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/ssd_model_212_rev-21.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
GPU,GPU Model 737 Rev-7,NVIDIA,174496.67,92,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/gpu_model_737_rev-7.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
SSD,SSD Model 226 Rev-36,Seagate,10058.92,43,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/ssd_model_226_rev-36.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
Case,Case Model 608 Rev-79,Kingston,37668.67,46,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/case_model_608_rev-79.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
CPU,CPU Model 376 Rev-55,Patriot,66924.54,51,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/cpu_model_376_rev-55.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
GPU,GPU Model 600 Rev-31,Patriot,202160.69,98,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/gpu_model_600_rev-31.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
SSD,SSD Model 449 Rev-35,Patriot,67461.05,94,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/ssd_model_449_rev-35.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
CPU,CPU Model 843 Rev-1,NVIDIA,51384.27,19,{'socket': 'LGA1700'},https://example.com/cpu_model_843_rev-1.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
CPU,CPU Model 106 Rev-80,Patriot,69918.11,55,{'speed': '3200MHz'},https://example.com/cpu_model_106_rev-80.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
HDD,HDD Model 537 Rev-11,Gigabyte,45257.02,24,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/hdd_model_537_rev-11.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
Motherboard,Motherboard Model 974 Rev-78,NVIDIA,46624.95,33,{'socket': 'LGA1700'},https://example.com/motherboard_model_974_rev-78.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
GPU,GPU Model 916 Rev-24,AMD,77952.83,50,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/gpu_model_916_rev-24.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
GPU,GPU Model 690 Rev-17,Intel,198827.83,62,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/gpu_model_690_rev-17.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
HDD,HDD Model 320 Rev-72,AMD,46840.2,43,{'socket': 'LGA1700'},https://example.com/hdd_model_320_rev-72.jpg,A high-performance processor suitable for gaming and content creation.,BDT
SSD,SSD Model 196 Rev-7,Corsair,42329.93,90,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/ssd_model_196_rev-7.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
GPU,GPU Model 351 Rev-48,Intel,118528.18,89,{'speed': '3200MHz'},https://example.com/gpu_model_351_rev-48.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
RAM,RAM Model 356 Rev-20,Gigabyte,12532.08,90,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/ram_model_356_rev-20.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
SSD,SSD Model 714 Rev-67,NVIDIA,81134.57,97,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/ssd_model_714_rev-67.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
PSU,PSU Model 596 Rev-76,Patriot,30640.05,73,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/psu_model_596_rev-76.jpg,A high-performance processor suitable for gaming and content creation.,BDT
PSU,PSU Model 365 Rev-15,NVIDIA,10308.05,57,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/psu_model_365_rev-15.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
RAM,RAM Model 942 Rev-29,Seagate,16899.87,74,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/ram_model_942_rev-29.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
RAM,RAM Model 372 Rev-40,Corsair,6981.91,47,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/ram_model_372_rev-40.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
HDD,HDD Model 667 Rev-25,Corsair,15964.32,60,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/hdd_model_667_rev-25.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
PSU,PSU Model 194 Rev-83,Intel,19149.45,73,{'socket': 'LGA1700'},https://example.com/psu_model_194_rev-83.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
SSD,SSD Model 599 Rev-39,Patriot,28659.24,44,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/ssd_model_599_rev-39.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
RAM,RAM Model 427 Rev-22,Patriot,20539.7,62,{'speed': '3200MHz'},https://example.com/ram_model_427_rev-22.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
RAM,RAM Model 492 Rev-33,AMD,35305.26,64,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/ram_model_492_rev-33.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
HDD,HDD Model 155 Rev-38,Gigabyte,36365.17,78,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/hdd_model_155_rev-38.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
HDD,HDD Model 170 Rev-22,Gigabyte,29160.14,17,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/hdd_model_170_rev-22.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
SSD,SSD Model 659 Rev-98,Kingston,14314.09,19,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/ssd_model_659_rev-98.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
CPU,CPU Model 220 Rev-5,Patriot,70150.63,93,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/cpu_model_220_rev-5.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
SSD,SSD Model 907 Rev-60,Seagate,95465.5,20,{'socket': 'LGA1700'},https://example.com/ssd_model_907_rev-60.jpg,A high-performance processor suitable for gaming and content creation.,BDT
Motherboard,Motherboard Model 533 Rev-64,AMD,38298.37,53,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/motherboard_model_533_rev-64.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
GPU,GPU Model 535 Rev-47,Patriot,180864.09,57,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/gpu_model_535_rev-47.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
Case,Case Model 482 Rev-91,NVIDIA,53470.74,11,{'speed': '3200MHz'},https://example.com/case_model_482_rev-91.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
GPU,GPU Model 765 Rev-75,Gigabyte,181665.32,35,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/gpu_model_765_rev-75.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
Case,Case Model 121 Rev-56,Intel,7127.79,71,{'socket': 'LGA1700'},https://example.com/case_model_121_rev-56.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
RAM,RAM Model 299 Rev-12,Intel,35279.86,26,{'speed': '3200MHz'},https://example.com/ram_model_299_rev-12.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
Case,Case Model 207 Rev-52,Corsair,40095.66,59,{'socket': 'LGA1700'},https://example.com/case_model_207_rev-52.jpg,A high-performance processor suitable for gaming and content creation.,BDT
Case,Case Model 224 Rev-85,NVIDIA,9117.36,41,{'speed': '3200MHz'},https://example.com/case_model_224_rev-85.jpg,A high-performance processor suitable for gaming and content creation.,BDT
GPU,GPU Model 864 Rev-63,AMD,33105.69,11,{'speed': '3200MHz'},https://example.com/gpu_model_864_rev-63.jpg,A high-performance processor suitable for gaming and content creation.,BDT
GPU,GPU Model 622 Rev-43,Corsair,40306.84,93,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/gpu_model_622_rev-43.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
SSD,SSD Model 705 Rev-88,AMD,66649.49,97,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/ssd_model_705_rev-88.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
PSU,PSU Model 283 Rev-9,Gigabyte,9863.52,92,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/psu_model_283_rev-9.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
SSD,SSD Model 906 Rev-79,AMD,29245.18,77,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/ssd_model_906_rev-79.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
GPU,GPU Model 916 Rev-46,Kingston,32349.92,10,{'speed': '3200MHz'},https://example.com/gpu_model_916_rev-46.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
HDD,HDD Model 796 Rev-66,Kingston,31672.86,20,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/hdd_model_796_rev-66.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
Case,Case Model 209 Rev-69,Kingston,41909.99,87,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/case_model_209_rev-69.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
Case,Case Model 691 Rev-29,Kingston,43262.32,45,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/case_model_691_rev-29.jpg,A high-performance processor suitable for gaming and content creation.,BDT
Motherboard,Motherboard Model 168 Rev-96,Kingston,32580.68,95,{'speed': '3200MHz'},https://example.com/motherboard_model_168_rev-96.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
CPU,CPU Model 713 Rev-77,Seagate,28812.95,87,{'speed': '3200MHz'},https://example.com/cpu_model_713_rev-77.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
CPU,CPU Model 441 Rev-70,Intel,66508.04,39,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/cpu_model_441_rev-70.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
PSU,PSU Model 596 Rev-49,Corsair,11698.02,26,{'socket': 'LGA1700'},https://example.com/psu_model_596_rev-49.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
CPU,CPU Model 461 Rev-11,Kingston,48129.51,23,{'speed': '3200MHz'},https://example.com/cpu_model_461_rev-11.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
Motherboard,Motherboard Model 131 Rev-81,Gigabyte,40602.06,55,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/motherboard_model_131_rev-81.jpg,A high-performance processor suitable for gaming and content creation.,BDT
GPU,GPU Model 476 Rev-81,AMD,237468.07,13,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/gpu_model_476_rev-81.jpg,A high-performance processor suitable for gaming and content creation.,BDT
PSU,PSU Model 763 Rev-26,Patriot,11532.6,65,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/psu_model_763_rev-26.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
Motherboard,Motherboard Model 574 Rev-11,Kingston,39526.09,21,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/motherboard_model_574_rev-11.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
Case,Case Model 900 Rev-47,Intel,28751.36,52,{'socket': 'LGA1700'},https://example.com/case_model_900_rev-47.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
PSU,PSU Model 556 Rev-54,NVIDIA,25521.58,26,{'speed': '3200MHz'},https://example.com/psu_model_556_rev-54.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
RAM,RAM Model 991 Rev-70,Kingston,7910.22,82,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/ram_model_991_rev-70.jpg,A high-performance processor suitable for gaming and content creation.,BDT
Case,Case Model 118 Rev-7,NVIDIA,5386.69,100,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/case_model_118_rev-7.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
Case,Case Model 647 Rev-39,NVIDIA,9928.19,27,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/case_model_647_rev-39.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
RAM,RAM Model 932 Rev-56,NVIDIA,28047.49,39,{'socket': 'LGA1700'},https://example.com/ram_model_932_rev-56.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
RAM,RAM Model 202 Rev-86,Gigabyte,22737.05,62,{'speed': '3200MHz'},https://example.com/ram_model_202_rev-86.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
HDD,HDD Model 784 Rev-47,AMD,13468.18,10,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/hdd_model_784_rev-47.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
CPU,CPU Model 407 Rev-32,Patriot,62146.12,31,{'speed': '3200MHz'},https://example.com/cpu_model_407_rev-32.jpg,A high-performance processor suitable for gaming and content creation.,BDT
GPU,GPU Model 276 Rev-46,Corsair,117404.49,23,{'socket': 'LGA1700'},https://example.com/gpu_model_276_rev-46.jpg,A high-performance processor suitable for gaming and content creation.,BDT
Motherboard,Motherboard Model 929 Rev-6,Patriot,31246.83,50,{'socket': 'LGA1700'},https://example.com/motherboard_model_929_rev-6.jpg,A high-performance processor suitable for gaming and content creation.,BDT
RAM,RAM Model 913 Rev-71,NVIDIA,29467.09,60,{'speed': '3200MHz'},https://example.com/ram_model_913_rev-71.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
Motherboard,Motherboard Model 251 Rev-17,AMD,37796.09,80,{'speed': '3200MHz'},https://example.com/motherboard_model_251_rev-17.jpg,A high-performance processor suitable for gaming and content creation.,BDT
RAM,RAM Model 598 Rev-81,NVIDIA,8014.02,71,{'socket': 'LGA1700'},https://example.com/ram_model_598_rev-81.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
GPU,GPU Model 159 Rev-9,Intel,54994.97,16,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/gpu_model_159_rev-9.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
RAM,RAM Model 621 Rev-15,Corsair,27710.26,82,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/ram_model_621_rev-15.jpg,A high-performance processor suitable for gaming and content creation.,BDT
GPU,GPU Model 270 Rev-49,Gigabyte,223522.72,20,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/gpu_model_270_rev-49.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
PSU,PSU Model 326 Rev-41,Corsair,30386.24,38,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/psu_model_326_rev-41.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
GPU,GPU Model 299 Rev-2,AMD,69848.57,80,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/gpu_model_299_rev-2.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
Motherboard,Motherboard Model 818 Rev-65,AMD,29944.88,70,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/motherboard_model_818_rev-65.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
PSU,PSU Model 276 Rev-70,AMD,31647.27,78,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/psu_model_276_rev-70.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
Motherboard,Motherboard Model 662 Rev-13,Seagate,40010.09,29,{'socket': 'LGA1700'},https://example.com/motherboard_model_662_rev-13.jpg,A high-performance processor suitable for gaming and content creation.,BDT
GPU,GPU Model 509 Rev-51,Gigabyte,156280.48,24,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/gpu_model_509_rev-51.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
SSD,SSD Model 199 Rev-55,Intel,51778.36,51,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/ssd_model_199_rev-55.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
Motherboard,Motherboard Model 471 Rev-56,Corsair,20827.61,42,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/motherboard_model_471_rev-56.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
SSD,SSD Model 758 Rev-93,Patriot,56555.3,16,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/ssd_model_758_rev-93.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
HDD,HDD Model 405 Rev-96,NVIDIA,42626.31,44,{'speed': '3200MHz'},https://example.com/hdd_model_405_rev-96.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
RAM,RAM Model 276 Rev-21,Patriot,9503.96,97,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/ram_model_276_rev-21.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
PSU,PSU Model 456 Rev-65,Kingston,10541.69,27,{'speed': '3200MHz'},https://example.com/psu_model_456_rev-65.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
Case,Case Model 533 Rev-80,Intel,24310.17,28,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/case_model_533_rev-80.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
PSU,PSU Model 749 Rev-67,Corsair,6498.35,59,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/psu_model_749_rev-67.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
RAM,RAM Model 675 Rev-48,Kingston,34947.45,46,{'socket': 'LGA1700'},https://example.com/ram_model_675_rev-48.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
RAM,RAM Model 501 Rev-60,NVIDIA,13733.74,68,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/ram_model_501_rev-60.jpg,A high-performance processor suitable for gaming and content creation.,BDT
HDD,HDD Model 568 Rev-77,AMD,30962.85,46,{'speed': '3200MHz'},https://example.com/hdd_model_568_rev-77.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
RAM,RAM Model 558 Rev-15,Kingston,32451.58,98,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/ram_model_558_rev-15.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
PSU,PSU Model 120 Rev-74,Gigabyte,31098.76,43,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/psu_model_120_rev-74.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
Case,Case Model 459 Rev-28,Seagate,52601.86,26,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/case_model_459_rev-28.jpg,A high-performance processor suitable for gaming and content creation.,BDT
