category,name,brand,price,stock_quantity,attributes,image_url,description
RAM,RAM Model 254 Rev-77,NVIDIA,218.49,47,{'speed': '3200MHz'},https://example.com/ram_model_254_rev-77.jpg,Fast and efficient RAM for smooth multitasking and gaming.
RAM,RAM Model 519 Rev-24,Corsair,952.0,24,{'socket': 'LGA1700'},https://example.com/ram_model_519_rev-24.jpg,An SSD offering fast read/write speeds and durable performance.
SSD,SSD Model 581 Rev-28,Corsair,335.64,15,{'speed': '3200MHz'},https://example.com/ssd_model_581_rev-28.jpg,A reliable motherboard designed for overclocking and heavy usage.
RAM,RAM Model 218 Rev-87,Patriot,472.68,63,{'socket': 'LGA1700'},https://example.com/ram_model_218_rev-87.jpg,Fast and efficient RAM for smooth multitasking and gaming.
Case,Case Model 914 Rev-2,Patriot,368.62,96,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/case_model_914_rev-2.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
CPU,CPU Model 743 Rev-35,Seagate,443.64,23,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/cpu_model_743_rev-35.jpg,An SSD offering fast read/write speeds and durable performance.
Motherboard,Motherboard Model 126 Rev-39,Gigabyte,92.97,12,{'speed': '3200MHz'},https://example.com/motherboard_model_126_rev-39.jpg,A high-performance processor suitable for gaming and content creation.
GPU,GPU Model 110 Rev-10,AMD,233.61,15,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/gpu_model_110_rev-10.jpg,A reliable motherboard designed for overclocking and heavy usage.
RAM,RAM Model 417 Rev-9,Gigabyte,379.19,78,{'speed': '3200MHz'},https://example.com/ram_model_417_rev-9.jpg,Fast and efficient RAM for smooth multitasking and gaming.
RAM,RAM Model 110 Rev-77,Seagate,357.66,87,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/ram_model_110_rev-77.jpg,An SSD offering fast read/write speeds and durable performance.
SSD,SSD Model 573 Rev-19,AMD,701.26,99,{'speed': '3200MHz'},https://example.com/ssd_model_573_rev-19.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
Case,Case Model 221 Rev-67,Corsair,793.49,36,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/case_model_221_rev-67.jpg,A high-capacity HDD ideal for storing large amounts of data.
SSD,SSD Model 212 Rev-21,NVIDIA,389.1,92,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/ssd_model_212_rev-21.jpg,Fast and efficient RAM for smooth multitasking and gaming.
GPU,GPU Model 737 Rev-7,NVIDIA,813.78,92,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/gpu_model_737_rev-7.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
SSD,SSD Model 226 Rev-36,Seagate,524.75,43,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/ssd_model_226_rev-36.jpg,A high-capacity HDD ideal for storing large amounts of data.
Case,Case Model 608 Rev-79,Kingston,325.07,46,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/case_model_608_rev-79.jpg,Fast and efficient RAM for smooth multitasking and gaming.
CPU,CPU Model 376 Rev-55,Patriot,889.25,51,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/cpu_model_376_rev-55.jpg,A reliable motherboard designed for overclocking and heavy usage.
GPU,GPU Model 600 Rev-31,Patriot,850.71,98,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/gpu_model_600_rev-31.jpg,Fast and efficient RAM for smooth multitasking and gaming.
SSD,SSD Model 449 Rev-35,Patriot,669.98,94,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/ssd_model_449_rev-35.jpg,An SSD offering fast read/write speeds and durable performance.
CPU,CPU Model 843 Rev-1,NVIDIA,432.84,19,{'socket': 'LGA1700'},https://example.com/cpu_model_843_rev-1.jpg,A high-capacity HDD ideal for storing large amounts of data.
CPU,CPU Model 106 Rev-80,Patriot,383.91,55,{'speed': '3200MHz'},https://example.com/cpu_model_106_rev-80.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
HDD,HDD Model 537 Rev-11,Gigabyte,405.51,24,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/hdd_model_537_rev-11.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
Motherboard,Motherboard Model 974 Rev-78,NVIDIA,357.37,33,{'socket': 'LGA1700'},https://example.com/motherboard_model_974_rev-78.jpg,Fast and efficient RAM for smooth multitasking and gaming.
GPU,GPU Model 916 Rev-24,AMD,890.34,50,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/gpu_model_916_rev-24.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
GPU,GPU Model 690 Rev-17,Intel,910.74,62,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/gpu_model_690_rev-17.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
HDD,HDD Model 320 Rev-72,AMD,326.54,43,{'socket': 'LGA1700'},https://example.com/hdd_model_320_rev-72.jpg,A high-performance processor suitable for gaming and content creation.
SSD,SSD Model 196 Rev-7,Corsair,568.79,90,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/ssd_model_196_rev-7.jpg,Fast and efficient RAM for smooth multitasking and gaming.
GPU,GPU Model 351 Rev-48,Intel,139.83,89,{'speed': '3200MHz'},https://example.com/gpu_model_351_rev-48.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
RAM,RAM Model 356 Rev-20,Gigabyte,123.11,90,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/ram_model_356_rev-20.jpg,Fast and efficient RAM for smooth multitasking and gaming.
SSD,SSD Model 714 Rev-67,NVIDIA,938.02,97,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/ssd_model_714_rev-67.jpg,A high-capacity HDD ideal for storing large amounts of data.
PSU,PSU Model 596 Rev-76,Patriot,600.95,73,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/psu_model_596_rev-76.jpg,A high-performance processor suitable for gaming and content creation.
PSU,PSU Model 365 Rev-15,NVIDIA,652.79,57,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/psu_model_365_rev-15.jpg,Fast and efficient RAM for smooth multitasking and gaming.
RAM,RAM Model 942 Rev-29,Seagate,585.72,74,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/ram_model_942_rev-29.jpg,Fast and efficient RAM for smooth multitasking and gaming.
RAM,RAM Model 372 Rev-40,Corsair,863.78,47,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/ram_model_372_rev-40.jpg,An SSD offering fast read/write speeds and durable performance.
HDD,HDD Model 667 Rev-25,Corsair,128.26,60,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/hdd_model_667_rev-25.jpg,Fast and efficient RAM for smooth multitasking and gaming.
PSU,PSU Model 194 Rev-83,Intel,357.17,73,{'socket': 'LGA1700'},https://example.com/psu_model_194_rev-83.jpg,Fast and efficient RAM for smooth multitasking and gaming.
SSD,SSD Model 599 Rev-39,Patriot,485.22,44,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/ssd_model_599_rev-39.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
RAM,RAM Model 427 Rev-22,Patriot,543.26,62,{'speed': '3200MHz'},https://example.com/ram_model_427_rev-22.jpg,An SSD offering fast read/write speeds and durable performance.
RAM,RAM Model 492 Rev-33,AMD,961.03,64,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/ram_model_492_rev-33.jpg,Fast and efficient RAM for smooth multitasking and gaming.
HDD,HDD Model 155 Rev-38,Gigabyte,363.98,78,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/hdd_model_155_rev-38.jpg,Fast and efficient RAM for smooth multitasking and gaming.
HDD,HDD Model 170 Rev-22,Gigabyte,756.64,17,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/hdd_model_170_rev-22.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
SSD,SSD Model 659 Rev-98,Kingston,807.39,19,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/ssd_model_659_rev-98.jpg,A high-capacity HDD ideal for storing large amounts of data.
CPU,CPU Model 220 Rev-5,Patriot,887.76,93,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/cpu_model_220_rev-5.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
SSD,SSD Model 907 Rev-60,Seagate,691.15,20,{'socket': 'LGA1700'},https://example.com/ssd_model_907_rev-60.jpg,A high-performance processor suitable for gaming and content creation.
Motherboard,Motherboard Model 533 Rev-64,AMD,676.06,53,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/motherboard_model_533_rev-64.jpg,An SSD offering fast read/write speeds and durable performance.
GPU,GPU Model 535 Rev-47,Patriot,235.88,57,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/gpu_model_535_rev-47.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
Case,Case Model 482 Rev-91,NVIDIA,764.64,11,{'speed': '3200MHz'},https://example.com/case_model_482_rev-91.jpg,An SSD offering fast read/write speeds and durable performance.
GPU,GPU Model 765 Rev-75,Gigabyte,844.73,35,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/gpu_model_765_rev-75.jpg,A reliable motherboard designed for overclocking and heavy usage.
Case,Case Model 121 Rev-56,Intel,480.9,71,{'socket': 'LGA1700'},https://example.com/case_model_121_rev-56.jpg,A reliable motherboard designed for overclocking and heavy usage.
RAM,RAM Model 299 Rev-12,Intel,529.13,26,{'speed': '3200MHz'},https://example.com/ram_model_299_rev-12.jpg,Fast and efficient RAM for smooth multitasking and gaming.
Case,Case Model 207 Rev-52,Corsair,468.52,59,{'socket': 'LGA1700'},https://example.com/case_model_207_rev-52.jpg,A high-performance processor suitable for gaming and content creation.
Case,Case Model 224 Rev-85,NVIDIA,716.93,41,{'speed': '3200MHz'},https://example.com/case_model_224_rev-85.jpg,A high-performance processor suitable for gaming and content creation.
GPU,GPU Model 864 Rev-63,AMD,198.53,11,{'speed': '3200MHz'},https://example.com/gpu_model_864_rev-63.jpg,A high-performance processor suitable for gaming and content creation.
GPU,GPU Model 622 Rev-43,Corsair,504.36,93,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/gpu_model_622_rev-43.jpg,A reliable motherboard designed for overclocking and heavy usage.
SSD,SSD Model 705 Rev-88,AMD,212.96,97,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/ssd_model_705_rev-88.jpg,An SSD offering fast read/write speeds and durable performance.
PSU,PSU Model 283 Rev-9,Gigabyte,631.41,92,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/psu_model_283_rev-9.jpg,Fast and efficient RAM for smooth multitasking and gaming.
SSD,SSD Model 906 Rev-79,AMD,139.25,77,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/ssd_model_906_rev-79.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
GPU,GPU Model 916 Rev-46,Kingston,261.35,10,{'speed': '3200MHz'},https://example.com/gpu_model_916_rev-46.jpg,An SSD offering fast read/write speeds and durable performance.
HDD,HDD Model 796 Rev-66,Kingston,718.43,20,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/hdd_model_796_rev-66.jpg,An SSD offering fast read/write speeds and durable performance.
Case,Case Model 209 Rev-69,Kingston,555.68,87,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/case_model_209_rev-69.jpg,Fast and efficient RAM for smooth multitasking and gaming.
Case,Case Model 691 Rev-29,Kingston,640.07,45,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/case_model_691_rev-29.jpg,A high-performance processor suitable for gaming and content creation.
Motherboard,Motherboard Model 168 Rev-96,Kingston,751.88,95,{'speed': '3200MHz'},https://example.com/motherboard_model_168_rev-96.jpg,A high-capacity HDD ideal for storing large amounts of data.
CPU,CPU Model 713 Rev-77,Seagate,762.38,87,{'speed': '3200MHz'},https://example.com/cpu_model_713_rev-77.jpg,Fast and efficient RAM for smooth multitasking and gaming.
CPU,CPU Model 441 Rev-70,Intel,848.93,39,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/cpu_model_441_rev-70.jpg,A high-capacity HDD ideal for storing large amounts of data.
PSU,PSU Model 596 Rev-49,Corsair,319.36,26,{'socket': 'LGA1700'},https://example.com/psu_model_596_rev-49.jpg,A reliable motherboard designed for overclocking and heavy usage.
CPU,CPU Model 461 Rev-11,Kingston,417.83,23,{'speed': '3200MHz'},https://example.com/cpu_model_461_rev-11.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
Motherboard,Motherboard Model 131 Rev-81,Gigabyte,903.76,55,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/motherboard_model_131_rev-81.jpg,A high-performance processor suitable for gaming and content creation.
GPU,GPU Model 476 Rev-81,AMD,469.14,13,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/gpu_model_476_rev-81.jpg,A high-performance processor suitable for gaming and content creation.
PSU,PSU Model 763 Rev-26,Patriot,119.8,65,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/psu_model_763_rev-26.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
Motherboard,Motherboard Model 574 Rev-11,Kingston,665.3,21,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/motherboard_model_574_rev-11.jpg,Fast and efficient RAM for smooth multitasking and gaming.
Case,Case Model 900 Rev-47,Intel,765.5,52,{'socket': 'LGA1700'},https://example.com/case_model_900_rev-47.jpg,An SSD offering fast read/write speeds and durable performance.
PSU,PSU Model 556 Rev-54,NVIDIA,338.64,26,{'speed': '3200MHz'},https://example.com/psu_model_556_rev-54.jpg,Fast and efficient RAM for smooth multitasking and gaming.
RAM,RAM Model 991 Rev-70,Kingston,237.08,82,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/ram_model_991_rev-70.jpg,A high-performance processor suitable for gaming and content creation.
Case,Case Model 118 Rev-7,NVIDIA,361.38,100,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/case_model_118_rev-7.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
Case,Case Model 647 Rev-39,NVIDIA,388.21,27,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/case_model_647_rev-39.jpg,Fast and efficient RAM for smooth multitasking and gaming.
RAM,RAM Model 932 Rev-56,NVIDIA,285.27,39,{'socket': 'LGA1700'},https://example.com/ram_model_932_rev-56.jpg,A reliable motherboard designed for overclocking and heavy usage.
RAM,RAM Model 202 Rev-86,Gigabyte,435.82,62,{'speed': '3200MHz'},https://example.com/ram_model_202_rev-86.jpg,A high-capacity HDD ideal for storing large amounts of data.
HDD,HDD Model 784 Rev-47,AMD,95.68,10,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/hdd_model_784_rev-47.jpg,An SSD offering fast read/write speeds and durable performance.
CPU,CPU Model 407 Rev-32,Patriot,286.42,31,{'speed': '3200MHz'},https://example.com/cpu_model_407_rev-32.jpg,A high-performance processor suitable for gaming and content creation.
GPU,GPU Model 276 Rev-46,Corsair,471.76,23,{'socket': 'LGA1700'},https://example.com/gpu_model_276_rev-46.jpg,A high-performance processor suitable for gaming and content creation.
Motherboard,Motherboard Model 929 Rev-6,Patriot,275.95,50,{'socket': 'LGA1700'},https://example.com/motherboard_model_929_rev-6.jpg,A high-performance processor suitable for gaming and content creation.
RAM,RAM Model 913 Rev-71,NVIDIA,619.06,60,{'speed': '3200MHz'},https://example.com/ram_model_913_rev-71.jpg,An SSD offering fast read/write speeds and durable performance.
Motherboard,Motherboard Model 251 Rev-17,AMD,571.66,80,{'speed': '3200MHz'},https://example.com/motherboard_model_251_rev-17.jpg,A high-performance processor suitable for gaming and content creation.
RAM,RAM Model 598 Rev-81,NVIDIA,754.46,71,{'socket': 'LGA1700'},https://example.com/ram_model_598_rev-81.jpg,An SSD offering fast read/write speeds and durable performance.
GPU,GPU Model 159 Rev-9,Intel,167.54,16,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/gpu_model_159_rev-9.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
RAM,RAM Model 621 Rev-15,Corsair,552.54,82,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/ram_model_621_rev-15.jpg,A high-performance processor suitable for gaming and content creation.
GPU,GPU Model 270 Rev-49,Gigabyte,657.28,20,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/gpu_model_270_rev-49.jpg,Fast and efficient RAM for smooth multitasking and gaming.
PSU,PSU Model 326 Rev-41,Corsair,931.42,38,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/psu_model_326_rev-41.jpg,An SSD offering fast read/write speeds and durable performance.
GPU,GPU Model 299 Rev-2,AMD,456.62,80,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/gpu_model_299_rev-2.jpg,An SSD offering fast read/write speeds and durable performance.
Motherboard,Motherboard Model 818 Rev-65,AMD,923.18,70,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/motherboard_model_818_rev-65.jpg,A reliable motherboard designed for overclocking and heavy usage.
PSU,PSU Model 276 Rev-70,AMD,699.57,78,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/psu_model_276_rev-70.jpg,A high-capacity HDD ideal for storing large amounts of data.
Motherboard,Motherboard Model 662 Rev-13,Seagate,748.14,29,{'socket': 'LGA1700'},https://example.com/motherboard_model_662_rev-13.jpg,A high-performance processor suitable for gaming and content creation.
GPU,GPU Model 509 Rev-51,Gigabyte,83.75,24,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/gpu_model_509_rev-51.jpg,Fast and efficient RAM for smooth multitasking and gaming.
SSD,SSD Model 199 Rev-55,Intel,999.17,51,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/ssd_model_199_rev-55.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
Motherboard,Motherboard Model 471 Rev-56,Corsair,669.17,42,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/motherboard_model_471_rev-56.jpg,A reliable motherboard designed for overclocking and heavy usage.
